整合編號,食品分類,樣品名稱,俗名,樣品英文名稱,品名描述,廢棄率(%),熱量-成分值(kcal),修正熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),飽和脂肪-成分值(g),灰分-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g),糖質總量-成分值(g),葡萄糖-成分值(g),果糖-成分值(g),半乳糖-成分值(g),麥芽糖-成分值(g),蔗糖-成分值(g),乳糖-成分值(g),鈉-成分值(mg),鉀-成分值(mg),鈣-成分值(mg),鎂-成分值(mg),鐵-成分值(mg),鋅-成分值(mg),磷-成分值(mg),銅-成分值(ug),維生素A總量(IU)-成分值(I.U.),視網醇當量(RE)-成分值(ug),α-胡蘿蔔素-成分值(ug),β-胡蘿蔔素-成分值(ug),視網醇-成分值(ug),α-維生素E當量(α-TE)-成分值(mg),維生素E總量-成分值(mg),α-生育醇-成分值(mg),β-生育醇-成分值(mg),γ-生育醇-成分值(mg),δ-生育醇-成分值(mg),維生素B1-成分值(mg),維生素B2-成分值(mg),菸鹼素-成分值(mg),維生素B6-成分值(mg),維生素B12-成分值(ug),葉酸-成分值(ug),維生素C-成分值(mg),脂肪酸S總量-成分值(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),反式脂肪-成分值(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),膽固醇-成分值(mg),酒精含量-成分值(g)
E07101,蔬菜類,芥菜,"刈菜,大菜,芥葉菜,雞冠菜,孤腰菜",Mustard green,芥菜(未確定品種),11.1,17.7386,14.7957,94.1435,1.6025,0.1273,,0.9281,3.1986,1.5489,1.2971,1.0216,0.2755,,0,0,0,3.2183,338.0319,72.4091,12.6554,1.2041,0.3548,37.6543,,456.8276,45.6937,,274.1075,,0.5416,0.5905,0.5255,0.035,0.02,0.01,0.046,0.083,0.27,0.159,,,41.1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.352,109.809,52.063,54.481,161.97,43.93,58.429,62.381,10.672,61.774,0,45.254,78.022,41.799,59.581,74.173,35.917,72.999,28.098,,
E07102,蔬菜類,雪裡蕻,"雪裡(裏)紅,雪菜,多葉藺蕓苔,千筋葉菜,春不老",Leaf mustard,雪裡蕻,,20.4162,17.1268,93.5145,1.4725,0.1917,0,0.987,3.8343,1.7313,0.289,0.289,0,,0,0,0,14.2985,321.8955,87.699,15.5295,1.256,0.851,26.802,,2010.7179,201.12,0,1206.479,,0.6445,0.733,0.604,0.092,0.037,0,0.032,0.0715,0.4005,0.064,,,40.7975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
E07201,蔬菜類,梅乾菜,,,梅乾菜,,105.2532,80.8555,41.079,5.4865,1.1481,,31.4482,20.8382,12.8409,,,,,,,,11554.8843,819.6776,381.016,58.7077,35.6348,1.7188,70.4186,,7168.6091,717.033,0,4301.3375,,3.7223,4.07,3.57,0.35,0.12,0.03,0.031,0.1545,0.881,0.239,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4804.111,392.668,195.395,224.988,1423.657,257.341,255.377,428.929,48.665,268.548,47.431,200.569,301.425,120.696,183.011,253.504,69.456,103.367,29.084,,
E07202,蔬菜類,榨菜,"榨菜藺蕓苔,四川榨菜,疙瘩菜,稜角菜,筆架菜,香爐菜,瘤菜",tsatsai， tza-tsai,榨菜,,24.5084,18.9125,86.4695,1.287,0.3592,0.1136,7.2356,4.6487,2.9452,0,0,0,,0,0,0,2789.958,89.6855,47.097,8.527,2.026,0.3855,19.5925,,187.3817,18.7402,50,87.4335,,0.182,0.269,0.171,0.004,0.094,0,0.013,0.0335,0.05,0.0675,,,0.029,31.626,0,0,0,0,0,0,0,0,25.526,0,6.1,0,0,0,0,22.353,0,0,22.353,0,0,46.02,20.81,25.21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
E07203,蔬菜類,酸菜,"鹹菜,鹼菜,醃(大/鹹)酸菜,大鹹菜,鹹菜仁",kraut， sourkrout， sourcrout， sauerkraut,酸菜,,17.3159,12.9216,91.0445,0.8425,0.3202,0.0871,4.606,3.1868,2.3128,0,0,0,,0,0,0,1447.2365,150.3545,50.015,10.6225,1.0685,0.3395,19.616,,77.5761,7.7595,0,46.5475,,0.3885,0.42,0.377,0.024,0.019,0,0.022,0.0255,0.309,0.0895,,,7.305,27.195,0,0,0,0,0,0,0,0,21.172,0,6.023,0,0,0,0,17.072,0,0,17.072,0,0,55.733,12.663,43.07,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
E07301,蔬菜類,芥藍菜,"芥蘭菜,格藍菜,綠葉甘藍,佛光菜,隔暝仔菜",Chinese kale,,16.4,19.9143,16.228,93.5957,1.738,0.3473,0.0942,1.1257,3.1933,1.9402,0,0,0,,0,0,0,26.7996,292.2371,180.6264,30.9732,1.4353,0.3512,37.3679,43.29,7377.9044,737.9625,100,4376.9197,,0.9618,1.3365,0.8995,0.065,0.3625,0.0095,0.032,0.0808,0.4266,0.11,,58.2405,51.9,27.115,0,0,0,0,0,0,1.828,0,22.376,0,2.911,0,0,0,0,18.189,0,1.899,16.29,0,0,54.695,16.518,38.177,0,0,0,0,0,0,,1686.776,185.302,79.422,85.714,267.131,74.414,89.234,96.166,13.984,117.956,10.471,71.422,115.803,65.064,89.393,118.546,71.344,112.488,22.922,,
E07401,蔬菜類,芥藍芽,"菜嬰,格藍菜嬰",,,28.1,26.223,22.5187,92.063,2.223,0.3294,,0.8611,4.5235,1.9496,,,,,,,,6.9532,208.7858,45.6735,16.9467,0.8352,0.4647,37.4813,,1294.8249,129.5136,0,776.926,,0.147,0.21,0.14,0,0.07,0,0.053,0.0815,0.812,0.124,,,8.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.993,208.07,81.852,94.414,382.013,72.027,86.121,122.429,13.039,105.594,0,77.249,125.804,64.849,87.821,117.615,44.8,115.953,26.343,,
E07501,蔬菜類,芫荽,"香菜,香荽,胡荽,蒝荽,芫蓑,松鬚菜",Chinese parsley,青梗,11,25.9745,19.8668,91.4814,2.2565,0.293,,1.4537,4.5154,3.2146,,,,,,,,16.8787,302.9068,60.6924,17.3212,2.4405,2.1811,37.7624,,12085.2603,1208.7934,453.9015,7024.4955,,0.4141,0.458,0.41,0,0.04,0.008,0.055,0.1725,0.993,0.1285,,,71.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07601,蔬菜類,紅梗珍珠菜,"角菜,香芹(甜)菜,山芹菜,甜菜,乳白艾,香甜菜,納艾香",Lysimachia fortunei Maxim.,紅梗,,37.2118,25.0518,88.8,2.6,1.025,,1.98,5.595,6.4,,,,,,,,11.5,550,127,53.5,4.45,0.58,74,,8041.345,804.3275,0,4825,,,,,,,,0.061,0.0575,0.75,0.4358,,,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07701,蔬菜類,食茱萸,"刺楤,紅刺楤,刺江某,越椒,艾子,茱萸,刺公牡",Fagara ailanthoides Engl. Zanthoxylum ailanthoides S. et Z.,,,126.509,94.589,60.2,11.9,0.3,,3.8,23.8,16.8,,,,,,,,5,640,721,58,23.9,1.25,77,,24099.036,2410.482,0,14460,,,,,,,,0.409,0.096,1.26,0.0203,,,116.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07801,蔬菜類,香樁,"椿,紅椿(樹),椿樹,杶,春芽(陽)樹,椿樗,櫄,虎目樹,大眼桐,栲,大紅椿樹",,,,99.3469,88.0609,72.1,4.3,1.47,,2.7,19.43,5.94,,,,,,,,17,400,514,67,3.69,1.17,126,,12224.511,1222.725,390,7140,,,,,,,,0.12,0.04,2.71,0.0196,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07901,蔬菜類,茴香,"蘹香,小茴香,茴香子,臭蒝荽,客人蒝荽,香絲菜,茴香八角珠,蒝荽",Fennel,,12.4,23.8996,18.5255,92.123,2.198,0.2436,0,1.3067,4.1287,2.8285,0.721,0.347,0.374,,0,0,0,50.0422,436.9536,132.9951,24.9943,1.3554,0.6102,39.3053,,2617.8886,261.8484,66,1537.796,,0.7117,0.812,0.701,0,0.106,0.005,0.0795,0.1792,0.7706,0.1191,,101.267,25.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,1338.3475,196.6625,69.0505,71.3375,188.425,54.172,74.3975,78.046,12.959,84.4915,0.9355,64.342,111.394,54.8765,77.1795,80.118,34.064,75.5915,10.305,,
E08001,蔬菜類,馬齒莧,"豬母乳(菜/草),寶釧菜,長命菜,荷蘭菜,馬尺莧,瓜子菜,五行(才)草,馬子菜,地馬菜,醬瓣頭草",Purslane,,,13.824,13.064,95.6,1.2,0.4,,0.92,1.88,0.4,,,,,,,,94,170,54,62,1.3,0.39,23,,4266.496,426.752,0,2560,,,,,,,,0.02,0,0.14,0.0827,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08101,蔬菜類,茼蒿,"茼蒿菜,春菊,打某(妻)菜,苳蒿菜,花冠菊,艾菜,蓬蒿,菊蒿菜,菊花菜,實盡菜",Garland Chrysanthemum,,15.5,15.7387,12.731,94.7187,1.741,0.3063,0.0791,1.0254,2.2086,1.583,0,0,0,,0,0,0,69.0844,362.082,46.3886,15.77,1.5237,0.3865,21.9641,2.99,4388.4561,438.9509,0,2633.179,,0.401,0.4425,0.3965,0,0.045,0.001,0.0533,0.0806,0.4128,0.16,,95.05,10.4797,25.827,0,0,0,0,0,0,1.058,0,20.072,0,1.482,0,0.862,1.392,0.961,1.459,0,0.757,0.702,0,0,72.062,22.004,50.058,0,0,0,0,0,0.651,,1852.928,242.246,99.955,99.124,263.621,87.65,107.546,117.457,11.233,97.418,0.196,78.694,163.182,76.055,101.249,126.659,45.1,114.798,20.745,,
E08201,蔬菜類,日本茼蒿,"春菊,山茼蒿",Garland Chrysanthemum,,,15.1407,10.7584,94.217,2.551,0.1847,,1.2752,1.7721,2.3065,0.454,0.244,0.21,,0,0,0,274.367,225.401,78.175,32.21,2.303,0.438,37.172,,6284.5953,628.6104,,3770.908,,0.8444,0.893,0.839,0,0.054,0,0.095,0.1441,0.8023,0.141,,83.65,12.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498.565,294.147,133.251,124.857,310.19,126.033,152.624,161.103,20.892,157.774,1.682,125.492,235.51,101.503,150.984,159.546,58.043,161.884,23.05,,
E08301,蔬菜類,昭和草,"山茼蒿,野茼蒿,太子原,飛機草,神仙草",,,,26.365,26.365,91.9,2.2,0.7,,1.42,3.78,,,,,,,,,9,520,83,20,4.19,0.3,37,,19049.238,1905.378,60,11400,,,,,,,,0.04,0,0.51,0.0074,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08401,蔬菜類,隼人瓜苗,"隼人瓜鬚,佛手瓜苗(鬚),香櫞瓜苗(鬚),梨瓜苗(鬚),番瓜鬚(龍鬚菜是誤用)",,,22.1,23.7434,19.3871,92.1693,3.28,0.1633,,0.8533,3.5341,2.2928,,,,,,,,3.3429,219.9588,42.5678,22.2217,1.3742,0.7217,69.6413,,1667.4861,166.7861,50,975.5317,,0.2794,0.62,0.25,0,0.285,0.085,0.0553,0.138,0.8133,0.127,,,11.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.008,255.7475,73.375,114.73,262.6965,89.155,116.8925,116.479,11.7275,122.946,20.039,110.427,198.514,109.0665,151.643,143.625,72.793,179.19,28.9615,,
E08501,蔬菜類,白莧菜,"杏菜,荇菜,莕菜,茵菜,白杏菜,白荇菜",Edible amaranth; Chinese amaranth ,,14.7,17.4757,12.9058,93.8885,1.892,0.3045,,1.3586,2.5564,2.4052,,,,,,,,19.8572,507.4222,146.2455,46.0092,4.6315,0.5659,44.561,,2827.996,282.8662,25,1684.3655,,0.085,0.13,0.08,0,0.05,0,0.0185,0.0795,0.3625,0.007,,,12.5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08601,蔬菜類,紅莧菜,"紅莧,虎菜,紅虎莧,赤莧,紅杏(荇)菜,赤杏菜,紫杏(莧)菜",Edible amaranth; Chinese amaranth ,,19.5,19.951,14.7376,92.334,2.9335,0.2308,,1.8521,2.6496,2.7439,,,,,,,,10.6937,445.2105,218.1809,74.1118,11.8192,0.6311,53.212,,11050.8896,1105.3292,500,6380.799,,0.4811,0.77,0.4,0.15,0.21,0.01,0.0065,0.1475,0.6325,0.121,,,16.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208.596,234.859,102.476,108.871,265.421,113.85,134.642,121.372,19.683,143.321,8.685,112.483,179.256,95.528,122.446,165.621,85.334,161.48,33.268,,
E08701,蔬菜類,野莧菜,"野莧(杏),綠莧,豬莧,鳥仔莧(杏),假莧(杏)菜,山荇(杏,莧)菜,",Edible amaranth; Chinese amaranth ,,,40.638,32.506,85.9,6.3,0.6,,2.3,4.9,4.28,,,,,,,,20.1,400,335.6,185.5,4.77,0.99,90.6,,9282.962,928.504,300,5420,,,,,,,,0,0,0.02,0.0584,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08801,蔬菜類,紫蘇,"蘇草,紅(赤/綠/青)紫蘇,桂荏",perilla,,34.5,70.5075,53.7347,79.371,5.526,1.1632,0.6704,2.0697,11.8701,8.8278,0.3621,0.1783,0.1838,,0,0,0,0.59,501.856,401.335,94.485,7.37,1.337,69.248,,5496.9618,549.8281,,3298.309,,2.6948,2.87,2.626,0.148,0.096,0,0.153,0.4724,2.3249,0.253,,,41.105,57.63,0,0,0,0,0.971,23.65,1.631,0,25.955,0,3.682,0,1.741,0,0,3.598,0,0.547,3.051,0,0,34.847,11.866,22.981,0,0,0,0,0,3.923,,4652.226,517.3,232,212.679,598.224,213.423,288.303,303.021,24.813,290.264,69.398,225.509,454.322,218.486,273.287,254.048,114.483,274.134,88.532,,
E08901,蔬菜類,菠菜,"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",Spinach,,14.1,17.8904,14.2361,93.662,2.1873,0.3151,0.1134,1.394,2.4416,1.9233,0,0,0,,0,0,0,43.4573,510.071,80.861,61.5796,2.8928,0.7041,44.071,,6163.1051,616.4584,0,3698.011,,1.3231,1.4185,1.3135,0,0.095,0.01,0.061,0.1208,0.4096,0.063,,72.917,12.079,35.973,0,0,0,0,0,0,0,0,19.391,0,2.991,0,0,2.242,11.349,13.301,0,0,13.301,0,0,50.725,9.557,41.168,0,0,0,0,0,0,,1761.0301,195.104,89.02,86.867,249.852,67.44,104.027,107.483,19.439,105.718,3.287,77.744,153.926,78.913,103.976,128.153,54.543,117.853,17.6851,,
E09001,蔬菜類,菠菜(葉),"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",,,59.7,23.6999,17.5631,91.511,3.907,0.4263,0.1076,1.6184,2.5373,3.2299,0,0,0,,0,0,0,73.981,362.917,192.259,141.093,3.66,0.776,68.53,,7632.9663,763.4798,,4579.963,,3.5169,3.678,3.499,0,0.179,0,0.131,0.2694,0.463,0.234,,232.682,28.759,25.237,0,0,0,0,0,0,0,0,19.606,0,1.974,0,0,1.999,1.658,15.983,0,0,15.983,0,0,58.781,7.83,50.951,0,0,0,0,0,0,,3049.893,343.075,147.092,134.902,417.706,129.267,177.572,184.434,29.871,173.668,8.044,136.83,271.463,142.219,182.383,226.638,90.812,218.37,35.547,,
E09101,蔬菜類,冷凍菠菜,"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",Spinach: frozen,冷凍,,17.2126,13.1846,94.13,2.14,0.04,,0.8,2.89,2.12,,,,,,,,46,180,78,38,0.79,0.37,32,,9232.964,923.518,0,5540,,,,,,,,0.02,0.06,0.07,0.0185,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09201,蔬菜類,菾菜,"葉用甜菜,莙薘菜,牛皮菜,豬乸菜",,,,20.7438,16.9123,92.947,2.004,0.1392,,1.2359,3.6739,2.0166,0.563,0.396,0.167,,0,0,0,107.709,363.931,45.353,48.271,1.368,0.469,41.228,,2876.0883,287.6779,,1725.722,,0.6413,0.662,0.639,0,0.023,0,0.061,0.1023,0.3017,0.094,,40.277,3.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09202,蔬菜類,黃金菾菜,"黃金火焰菜,君達菜,甜菜",Garden Beet;Table Beet;Swiss Chard;Spinach Beet;Chard;White Beet,黃金菾菜,7.9,18.3533,13.8007,93.39,2.43,0.2012,0.085,1.3371,2.6417,2.3961,0.432,0.268,0.164,,0,0,0,77.122,444.883,45.372,55.937,0.775,0.612,44.746,,2229.2758,222.9811,,1337.619,,0.7172,0.728,0.716,0,0.012,0,0.067,0.1403,0.2952,0.132,,54.672,5.113,42.244,0,0,0,0,0,0,0,0,33.375,0,3.815,0,0,2.483,2.571,8.467,0,0,8.467,0,0,49.29,15.491,33.799,0,0,0,0,0,0,,1990.886,207.799,96.848,100.354,294.478,82.175,115.787,123.205,9.327,118.55,1.036,85.882,162.398,74.185,119.554,153.298,65.798,148.082,32.13,,
E09301,蔬菜類,落葵,"皇宮菜,蟳菜,胭(臙)脂菜,紅落葵,潺菜,蔠菜,藤葵,藤菜,天葵,御菜,牛皮凍",Malaber spinach; Ceylon spinach;malabar nightshade,,,33.1824,28.7877,90.0515,2.672,0.3166,,0.9261,6.0338,2.313,,,,,,,,49.1847,243.3755,122.1726,125.1448,1.7861,0.75,36.3323,,9119.1094,912.1208,180,5381.6845,,0.505,0.64,0.47,0.06,0.11,0,0.0375,0.1655,0.497,0.161,,,54.7755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.606,168.657,84.691,86.57,255.54,85.861,101.351,81.832,78.912,121.35,0,90.972,157.891,80.301,98.799,100.63,51.826,88.156,35.267,,
E09401,蔬菜類,藤三七,"洋落葵,蔓安迪,落葵安迪,藤子三七,雲南白藥,小年藥,馬德拉藤,金錢珠,中枝蓮(習以川七誤稱)",Madeira vine,,4,21.2508,19.0008,93.5937,1.635,0.5346,0.2364,1.0335,3.2032,1.1842,0,0,0,,0,0,0,25.0731,452.423,92.4355,79.3442,2.3076,0.7387,36.1069,,3628.6693,362.9345,390,1982.2887,,0.8465,1.116,0.748,0.207,0.156,0.005,0.049,0.0663,0.3483,0.1047,,,11.017,44.222,0,0,0,0,0,0,0,0,38.141,0,6.081,0,0,0,0,6.581,0,0,6.581,0,0,49.197,30.603,18.594,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
E095,蔬菜類,不結球萵苣平均值,"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",Lettuce; (Chinese) Leaf lettuce; Gardon lettuce,不含本島萵苣,6.8,16.1684,13.042,95.0165,1.1184,0.2595,29.0836,0.7681,2.8375,1.6455,0.6254,0.2591,0.3663,,0,0,0,8.3358,282.7928,51.7969,16.0098,0.8118,0.3555,33.4318,4.62,1405.5997,140.5919,35.353,825.7171,,0.2859,0.5233,0.242,0.0537,0.2235,0.0041,0.0459,0.0719,0.3167,0.0656,,50.983,4.4618,29.0836,0,0.0823,0.049,0.034,0.0808,0,0.9191,0.2986,22.4544,0.0935,1.8218,0,0.6606,1.2783,1.3113,7.1013,0.0335,1.3669,5.3623,0.1683,0.1703,63.2197,22.323,40.8967,0,0,0,0,0,0.7941,,951.784,108.327,48.766,48.264,163.32,43.896,53.517,55.944,5.137,55.7,0,45.29,83.322,41.519,53.143,60.41,24.544,60.685,0,,
E09501,蔬菜類,奶油萵苣(日本種),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",Lettuce; ,奶油萵苣,3.7,15.6951,12.9696,95.176,1.093,0.3087,0.1122,0.7947,2.6276,1.4345,0.6525,0.2513,0.4012,,0,0,0,1.227,321.311,50.975,14.058,0.514,0.339,29.925,,1933.2118,193.3676,,1159.9735,,0.1656,0.261,0.155,0,0.106,0,0.036,0.0767,0.0782,0.033,,,2.418,36.332,0,0.329,0.101,0.067,0.161,0,1.243,0.519,27.228,0.224,2.079,0,0.721,2.233,1.427,10.909,0.134,2.16,7.894,0.195,0.526,51.478,22.846,28.632,0,0,0,0,0,1.282,,,,,,,,,,,,,,,,,,,,,,
E09502,蔬菜類,紅葉萵苣(荷蘭種）,"彩葉萵苣,彩色媚仔菜,紅色萵苣菜,紅萵仔菜",Lettuce; ,紅葉萵苣(皺葉),6.9,15.658,11.799,94.992,1.364,0.2898,0.0792,0.8776,2.4766,2.0311,0.5651,0.2736,0.2915,,0,0,0,0.913,312.975,51.876,18.159,1.076,0.616,31.757,,1202.6936,120.2982,,721.645,,0.1404,0.279,0.106,0.057,0.116,0,0.052,0.0815,0.6108,0.092,,,6.492,27.343,0,0,0.095,0.069,0.162,0,0.851,0.472,21.752,0.15,1.567,0,0.61,0.846,0.769,4.89,0,1.805,2.901,0.184,0,67.056,20.872,46.184,0,0,0,0,0,0.711,,,,,,,,,,,,,,,,,,,,,,
E09503,蔬菜類,廣東萵苣,"皺葉萵苣,縮葉萵苣,皺萵仔菜,皺妹菜",Lettuce; ,廣東萵苣,7.1,19.8449,16.5886,94.0501,1.023,0.2065,0.04,0.7624,3.958,1.7138,,,,,,,,10.7927,248.3947,56.2514,16.1644,0.6841,0.2618,49.5638,,455.3618,45.5453,35.353,255.5515,,0.2952,0.5815,0.265,0,0.3,0.0165,0.0535,0.0525,0.257,0.0702,,,5.1715,19.3879,0,0,0,0,0,0,0.5355,0,14.7929,0,1.3856,0,0.3614,0.777,1.5355,5.8859,0,0,5.8859,0,0,74.7257,19.84,54.8857,0,0,0,0,0,,,951.784,108.327,48.766,48.264,163.32,43.896,53.517,55.944,5.137,55.7,0,45.29,83.322,41.519,53.143,60.41,24.544,60.685,0,,
E09504,蔬菜類,蘿美萵苣,"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣(大陸妹)",romaine lettuce: organic,蘿美萵苣,8.1,13.4757,10.8107,95.8477,0.9937,0.2329,0.0775,0.6378,2.2879,1.4026,0.6586,0.2525,0.4061,,0,0,0,20.4103,248.4903,48.085,15.6577,0.973,0.2053,22.4813,4.62,1942.7528,194.3219,,1165.6983,,0.5423,0.9717,0.442,0.1577,0.372,0,0.042,0.0768,0.3209,0.067,,50.983,3.7657,33.2714,0,0,0,0,0,0,1.047,0.2033,26.0447,0,2.2557,0,0.95,1.257,1.5137,6.7203,0,1.5027,4.7683,0.294,0.1553,59.619,25.734,33.885,0,0,0,0,0,0.3893,,,,,,,,,,,,,,,,,,,,,,
E096,蔬菜類,本島萵苣平均值,"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",Lettuce; (Chinese) Leaf lettuce; Gardon lettuce,,15.5,15.9112,13.0048,95.0055,1.2323,0.243,25.606,0.7888,2.7303,1.5297,0.319,0.319,0,,0,0,0,24.1563,331.7955,38.5231,21.17,1.5807,0.3048,32.2082,2.57,2034.5887,203.5057,40.5,1200.5521,,0.294,0.5541,0.2599,0.0177,0.2695,0.0069,0.0578,0.0985,0.4112,0.0784,,86.038,6.65,25.606,0,0,0,0,0.698,0,1.203,0,16.625,0.591,2.556,0,1.547,1.194,1.192,3.281,0,0,3.281,0,0,69.289,19.638,49.651,0,0,0,0,0,1.824,,,,,,,,,,,,,,,,,,,,,,
E09601,蔬菜類,土植本島萵苣(10月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",Lettuce; ,"土植,10月取樣",,13.8764,11.7248,95.74,1.142,0.27,,0.6366,2.2114,1.1324,,,,,,,,7.46,278.42,39.06,18.15,0.805,0.276,37.71,,240.7237,24.0781,0,144.44,,0.165,0.27,0.14,0.04,0.09,0,0.043,0.097,0.427,0.0528,,,7.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09602,蔬菜類,土植本島萵苣(1月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",Lettuce,"土植,1月取樣",,16.7144,13.7744,95.03,1.563,0.354,,0.577,2.476,1.5474,,,,,,,,65.466,157.656,29.217,27.915,5.8248,0.4567,28.957,,3836.5299,383.7451,0,2302.01,,0.4241,0.83,0.38,0,0.44,0.01,0.055,0.103,0.388,0.068,,,9.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09603,蔬菜類,土植本島萵苣(3月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",Lettuce,"土植,3月取樣",,17.7524,13.8016,94.672,0.337,0.2505,0.0641,0.9526,3.7879,2.0794,0.319,0.319,0,,0,0,0,8.767,422.794,31.986,14.337,1.816,0.258,35.468,2.57,2646.2058,264.6841,,1587.787,,0.5464,0.883,0.509,0,0.374,0,0.067,0.1299,0.2531,0.081,,107.996,10.805,25.606,0,0,0,0,0.698,0,1.203,0,16.625,0.591,2.556,0,1.547,1.194,1.192,3.281,0,0,3.281,0,0,69.289,19.638,49.651,0,0,0,0,0,1.824,,,,,,,,,,,,,,,,,,,,,,
